id,username,passwordHash,email,gender,role,designationId,phoneNumber,createdAt,updatedAt
327,John Reyes,$2b$10$GTargsesJnCJ6EgFlu0jaOthI9GqXI.W86yap.Lg9icKa3Bk1GH/.,amandawall326@mgcrew.com,Male,employee,5.0,657.687.5283x59493,2023-07-18 03:09:01,2024-05-31 02:08:11
328,Eugene Brooks,$2b$10$p.kx6uURWgpdGEI4jnYISu0rkcAFub0t8iwxeGHYz4VibF27LmLXK,catherinepacheco327@mgcrew.com,Male,employee,2.0,283.584.0108x9679,2023-06-03 06:03:44,2023-07-16 05:46:55
329,Jonathan May,$2b$10$L8uqCCyjv6US3SgxRF62XutmDVEJ63gxa55T/jlFhNzRu50DR7WrO,patrick64328@mgcrew.com,Female,employee,5.0,(253)662-6659,2024-01-15 03:31:14,2024-03-10 07:12:54
330,Troy Parsons,$2b$10$Jzy2IYRNa96V.ELKhUL0PeAGFgjmVqsGrcX6YEHGAggyio4ABRK6C,hbarnes329@mgcrew.com,Male,employee,8.0,(974)271-1328x548,2023-05-14 07:18:45,2024-08-02 14:16:18
331,Brandon Green,$2b$10$Jenml1YKcg4ahknhrRX9ceNPsyVQQAklJZPsW.k..dX8ZU5aPKbgW,millerkayla330@mgcrew.com,Others,employee,1.0,567-717-0026x3698,2023-06-08 05:14:09,2023-06-14 14:41:01
332,Mrs. Melissa Gallagher DVM,$2b$10$.THH1DKyyFJdzbv6kLF79uRwaKoIgZbwIGHSp50DQlNEFQBpg.MQy,stoutdennis331@mgcrew.com,Female,employee,5.0,(837)830-5574,2022-04-14 08:12:15,2024-06-15 10:50:47
333,Angela Walker,$2b$10$IXDClsCiPcyLQCZiNuUFNexkcmzRmxn03S6uV03/EsbWhLKODwvtm,browntom332@mgcrew.com,Others,employee,4.0,001-620-420-9714x915,2023-11-14 12:41:07,2024-01-31 03:05:47
334,Angela Martin,$2b$10$hl9AJCmhpZx202ud5iOCOOxfFK8rI1HqDx7SudR3kxRZQCkVowLiy,ritawilson333@mgcrew.com,Female,employee,6.0,722.608.7962,2023-06-30 03:10:29,2023-09-10 00:14:48
335,Sylvia Monroe,$2b$10$7LZDb9.FtMf0VbT6gR1xBO/uKqQP8kK5FP0WXpLDQGf12C9uDL32y,shannondavis334@mgcrew.com,Others,employee,3.0,256.894.2711x6538,2022-06-20 12:07:34,2023-12-26 16:43:11
336,Christopher Baker,$2b$10$uAwhPHXBLIykwfwI0KtHl.TGhAXLlleiSLbkVGhX8dYVWzaTpcJJa,awright335@mgcrew.com,Male,employee,7.0,001-215-788-7203x579,2023-07-14 13:01:10,2023-08-31 09:14:26
337,William Moore,$2b$10$0O5ZFxpDHv1Fp.PsSbLt5.clSHVkx0NV9se6awPO707uAd5o5vjtW,josephking336@mgcrew.com,Female,employee,4.0,916.272.0008,2023-06-01 09:45:51,2024-10-03 07:04:01
338,Jeremiah Baldwin,$2b$10$4og9UJAEhVUFA0g7W87HQepnG8DIlvMoMh4M78elFNZMm54cprX0C,danielgarcia337@mgcrew.com,Others,employee,5.0,+1-813-211-1766,2024-06-28 12:55:49,2024-08-16 15:28:25
339,Julie Parker,$2b$10$fjNKcGYZ6372YUQ/M5Ujaelq.uHhKheOkxqFBqR448MxR8WhtjJU2,awilliamson338@mgcrew.com,Others,employee,4.0,721-849-3224x51681,2023-12-26 18:24:38,2024-01-06 07:52:26
340,Tonya Fleming,$2b$10$GnzMFWmSQgBoFpATLWboLOQGhuRW1JoASgtpys/ccGJxZ91uthCZK,lanceestrada339@mgcrew.com,Female,employee,8.0,001-761-561-1499x492,2024-10-03 09:02:39,2024-10-06 06:23:44
341,April Perry,$2b$10$/DiGk8FGzZR8DsRDJ7TMdePfr8CTOT1OlN7XCOURPnPKldy.v.ZHC,cheryljordan340@mgcrew.com,Others,employee,6.0,001-517-919-0293x252,2022-11-13 14:54:00,2024-04-06 13:52:19
342,Jamie Lewis,$2b$10$oxjJ5W61bCtwzM1BJchcCuy1xJnpZXlTJSS/CNbsphjWkU/sH5fZC,charles51341@mgcrew.com,Others,employee,3.0,5617176120,2023-05-11 00:39:25,2023-12-31 15:28:31
343,Christopher Vazquez,$2b$10$EgCTxlzN03T4r89wfa0KLOcIsEa6W/l1eUXTVdmdJt738c9LCQCXq,kanderson342@mgcrew.com,Male,employee,7.0,001-375-952-5461x989,2023-02-13 21:09:37,2023-10-20 23:55:46
344,James Jenkins,$2b$10$YwiHIKvNXZwCRh0O.FsZo.jRLpABfs4s9FqkaCZi3qDy1lHm72SVi,andrew02343@mgcrew.com,Male,employee,1.0,(437)311-0475,2024-09-25 07:58:55,2024-09-29 07:36:44
345,Jessica Holland,$2b$10$nrfEoqkyhrs4cJO85Koxa.K57AJA0J35dtgnKGudFiw8Frv09gLI2,robinsonbrandy344@mgcrew.com,Others,employee,2.0,+1-938-418-1906x9607,2024-03-03 06:19:26,2024-05-18 12:14:19
346,Mrs. Sarah Russell MD,$2b$10$oPJfhB7GPOCd1DpKjUPh8OkzQs/AYxHPyoY6mye9ynYHV1hP6Jrgu,holtashley345@mgcrew.com,Female,employee,5.0,001-561-586-2369x877,2022-04-28 23:31:01,2024-03-30 04:01:50
347,Annette Shannon,$2b$10$gkTTlHOIS8PBmcK6d6JKHuyu4RAd0FYk0H2iA3s/qmIdm7T51SsZ.,dawnwilliams346@mgcrew.com,Female,employee,1.0,001-820-994-0731,2022-12-25 01:16:32,2023-08-11 19:13:47
348,Gabriel Weaver,$2b$10$rjSiGZKFirer6dPoa74Oj.yfoQn0CEdTEVztbhD0KRPFd7tNQtguS,amandashaffer347@mgcrew.com,Female,employee,4.0,(233)537-2070x429,2022-11-17 00:55:45,2024-02-23 23:03:16
349,Christopher Jones,$2b$10$j1MAz0SmRvjjw5ffvoAgO.ILQ4u62uVaGOdqmEFvP1VD.IOWVOxL.,fsmith348@mgcrew.com,Female,employee,8.0,582.513.3536x1445,2022-09-26 04:33:11,2023-03-20 20:51:46
350,Robert Taylor,$2b$10$yuWMlAkydl7EJoIi7ihOFuR.yFwsT3djpK2HZ5sKZnCv1mVaVqFG.,townsendsherry349@mgcrew.com,Others,employee,4.0,(647)282-7711x4631,2024-04-16 09:55:55,2024-08-03 17:25:02
351,Bryan Carter,$2b$10$YE55U.cOLTeRog8mE7PRY./jWo5lxkIpudb2z5FmD76.wtsAhQ9Sm,martinrobert350@mgcrew.com,Male,employee,2.0,(907)233-3506,2023-03-22 07:17:47,2024-04-05 16:36:53
352,Timothy Nunez,$2b$10$hNcUgWRWM/rksTUC4nW0ae7gCkKhbnL/bVzfxmKgrXFrGozXsYzwG,davisterri351@mgcrew.com,Female,employee,3.0,001-606-418-5282x257,2022-05-27 16:48:33,2023-05-15 21:37:22
353,Mrs. Samantha Friedman,$2b$10$W4Q/Uee3tQJLpo59k4w6auXEbL1ch92Mlwv1JN0Gmy.Lz/8I5V8kG,lucas02352@mgcrew.com,Others,employee,1.0,+1-781-490-8601x2468,2022-06-27 13:36:33,2022-07-22 07:49:39
354,Michael Phillips,$2b$10$GLpQiKvcrZ8vjuGRYfCO.OkheMc2inLKYyaJWW2rIKqynoY33215a,melissa13353@mgcrew.com,Female,employee,6.0,843.385.2458,2023-09-30 13:29:47,2023-12-23 22:52:06
355,Ronnie Guerrero,$2b$10$.W.fH4oOq32WIDKTff9LF.dbLBUYeRD7tAdv/CB1SHq.wEa5wWHDe,charles34354@mgcrew.com,Male,employee,5.0,746.925.6468,2023-06-30 00:14:56,2024-03-19 19:44:16
356,Pamela Spence,$2b$10$X5dfwrSYryGvvkk9Lza60eP/bxC4fcF2DMpzwKEjzj7pOmeZv.UxG,carlwarner355@mgcrew.com,Female,employee,8.0,+1-564-604-5067x9241,2023-12-03 02:27:18,2024-06-16 13:17:54
357,Kathryn Harrison,$2b$10$CMu5LTNrCVsLJXKaq2dwZeaLfSdtYrWZU/UFs4EksuaxKPXqyTy2G,patricia06356@mgcrew.com,Female,employee,4.0,862-294-2160x0395,2023-09-14 06:17:38,2024-06-07 22:43:57
358,Brandon Dickerson,$2b$10$4dnv6dOz1J0vzYX/YATShOO8en.ap81qpLAtmDXFnzDLJi7AMl2yu,petersonmary357@mgcrew.com,Others,employee,3.0,595.768.1906x881,2022-11-17 15:25:30,2023-12-06 00:50:01
359,Zachary Hernandez,$2b$10$ZywhkKB3d9fy2M3yj2dz.OT5.aoJoBv0Yc6ohSYR8taY8daXzYAK6,colonreginald358@mgcrew.com,Others,employee,5.0,+1-371-505-6775x1747,2022-06-10 00:54:57,2023-02-24 05:58:34
360,Autumn Lamb,$2b$10$Er9fA3xThv/8NZ5lvsH4t.Go28/3z67QYJHfIBE0saHtPNiyRDQVm,mosleysusan359@mgcrew.com,Female,employee,8.0,955.936.2118x5099,2024-03-16 17:41:11,2024-09-21 22:07:52
361,Mrs. Nancy Thomas,$2b$10$AbDz4bo9nk1RhwSqIDtJ/u.hYlx34HAb63FNBBvXU5BPlxUrwef6C,kaitlyn92360@mgcrew.com,Others,employee,6.0,832.898.7205,2023-05-16 12:42:29,2023-05-28 07:30:27
362,Chelsea Martin,$2b$10$yqdMAZM85IdAy0hPQorWs.X2gYRmag2mWFBPVzikspBiHa.MPX16G,tommyperry361@mgcrew.com,Female,employee,8.0,677.540.3390,2022-05-30 19:45:26,2024-05-16 14:12:08
363,Angela Hanson,$2b$10$TzXjMNe7TxVA3BTh/Yf/0u7b4y4rFd2Ov7OUlGFR87LbmaHWwyvVa,henryburns362@mgcrew.com,Female,employee,5.0,430-218-2185x6911,2023-04-16 14:07:48,2024-03-18 03:01:03
364,Susan Collins,$2b$10$J5REExJKVhGr7RuHtwgCW.GYH4uxYvwlAIay9y8FBGEt35.WZ6Rt2,hodgesvalerie363@mgcrew.com,Female,employee,2.0,(960)377-7522x10280,2022-08-30 02:48:36,2023-12-10 09:15:19
365,Dawn Walsh,$2b$10$f0g41Xn9lFtgNKoesLSsbeb6GoGmd8gwtuyME5q.7IxXl4zbJlFCe,kochsherri364@mgcrew.com,Male,employee,4.0,001-418-273-9528,2022-08-27 02:25:41,2024-05-30 12:12:20
366,Amber Hurley,$2b$10$.ql3OwzVQXyuwg39gdel9OUfFFc1ZtNYK09o70fc73HHb52zweWLq,smckenzie365@mgcrew.com,Male,employee,6.0,(822)248-2782,2022-11-24 16:33:41,2024-05-20 21:43:46
367,Christopher Williams,$2b$10$HSgLSIwwFYyI0mkH8BkHneml54xtWsDow5rWaEidYwdc71H/4DgaG,antonio36366@mgcrew.com,Others,employee,5.0,001-769-215-1854x649,2024-08-19 11:34:41,2024-09-27 08:20:49
368,Jacqueline Murphy,$2b$10$2an9matd1Yhjv.eUeGCdgeWcboB0frRWwQae7HMg6qqag3zw/Lfjq,heatherharris367@mgcrew.com,Female,employee,7.0,6812654233,2023-06-03 16:54:05,2023-08-01 22:27:44
369,Michael Johnson,$2b$10$TaCy4kGXysZjkZYv6dD4BeCPqQJaI7QezyD6ugQrYzxdRTntOodQG,moorejennifer368@mgcrew.com,Female,employee,4.0,705-530-4078x637,2022-10-22 16:00:59,2024-08-01 10:52:10
370,Nancy Williams,$2b$10$a.mOsqzvXe8PMjhAYYwj6OYzX5pJykMkWSNYTpMBSiHWapIi.6D0G,mrobertson369@mgcrew.com,Male,employee,2.0,694.601.5729x34233,2022-08-04 03:21:06,2023-07-11 17:14:15
371,Stephanie Watkins,$2b$10$YSoHcwcgC6vOya0CC16gGeQQ7ts7RXeeEaPic3zXPEpzq40/pQP9e,donaldsonjorge370@mgcrew.com,Others,employee,8.0,001-478-516-1458x016,2022-06-15 20:27:12,2024-09-23 05:50:35
372,Cameron Paul,$2b$10$o0QMQZoo3HHjjDlYZWYR9eLi02n5mi0.KGqHvJoLrkaVFCpJE3xe.,hrobinson371@mgcrew.com,Male,employee,5.0,(360)957-1337,2023-11-28 02:07:15,2024-04-18 14:21:37
373,Thomas Schwartz,$2b$10$vfEnpczMRsTlLNMcDpWuguvQK6Cxzgofxfpu4T1gYiGCNtHqNEmqe,oharper372@mgcrew.com,Others,employee,7.0,609-392-3245x5828,2023-04-12 16:49:46,2024-09-05 11:45:31
374,Samantha Harris,$2b$10$DPaT56G/dxJMd8jFhc4tseYCnIKx9cVsTRhmnVpZdtgh1eVJhSz7q,joe89373@mgcrew.com,Female,employee,8.0,+1-566-293-3018x7331,2024-02-21 02:42:54,2024-09-13 03:59:27
375,Brooke Johnson,$2b$10$48j9qS7X8d8PTAgX6E0QHeh1BdD9fOri29nmUPRYx6S7z48it8Npi,fthomas374@mgcrew.com,Female,employee,2.0,247-936-3131x10802,2024-06-13 04:22:41,2024-07-05 02:05:19
376,Carl Richardson,$2b$10$3mQ48G2f0b4ZGvUfl93CseWN8iw5Q1i5N1qKuIQo0aO5gD9xV4wqi,xadams375@mgcrew.com,Female,employee,3.0,905-962-4481x53039,2022-08-07 06:06:51,2023-01-11 09:29:35
377,Alan Spence,$2b$10$F5VCh0I4WcTZ7HvRs38LHOYOlgKYr6KeZCIAIh3jV67P9aBFXtgsC,alvarezrachael376@mgcrew.com,Female,employee,5.0,001-711-248-0244,2023-03-30 06:18:39,2024-06-26 21:29:59
378,Linda Rice,$2b$10$NFyxTwXcKMks5QA2aR7APOlJ2dLZ2m0lflF/wQGzZ4iuYEDGjVfTG,anthony11377@mgcrew.com,Others,employee,3.0,452.754.4316x3762,2024-05-21 16:52:34,2024-10-02 18:42:46
379,James Smith,$2b$10$lXnzWj0pTZfE12b.VqT27eY7pZmDCBfXAgG/Iz2PY2Nh27pw96oJK,reynoldsmisty378@mgcrew.com,Male,employee,8.0,998-221-0120x4124,2023-09-14 12:52:42,2024-09-14 16:26:24
380,Dr. Tammy Molina,$2b$10$ehU0YDr6WA2Rk6irVEs2zOhtQDUiQtuytzrTMcX67sxEj7vZwOhBa,zavalakathleen379@mgcrew.com,Female,employee,3.0,+1-394-683-3205,2023-05-12 12:43:44,2024-09-26 10:00:02
381,Madison Nelson,$2b$10$VTpPJlXZahQeUC/cVBCwiOAtUdHzyOdeXD3mZIM4k8qZl74galuiy,harrisondavid380@mgcrew.com,Others,employee,4.0,687.363.4930x5021,2024-03-14 12:54:12,2024-08-08 17:10:44
382,Anna Vaughan,$2b$10$8fvflUb7nQLHqv7rfHLaOuO76NnZEStWEe8/1m7HJ0HMcvUznKqJC,jonathanthompson381@mgcrew.com,Female,employee,3.0,+1-937-634-9654x1798,2022-11-10 23:14:49,2023-02-19 02:14:01
383,Nicholas Austin,$2b$10$aiQj1BI3rBvjUbm42pLy2um45nYqJWozVQ4WQsTW9GrQ2esnrwGPK,edaniel382@mgcrew.com,Female,employee,7.0,217.483.6538,2023-01-25 00:17:20,2023-06-07 18:35:14
384,Benjamin Reed,$2b$10$zUlQUessW7p8VxcDHOY.7uePVQbjmPe8zdJBu7sQtnHrczwC4aCUK,angelaperry383@mgcrew.com,Others,employee,6.0,001-458-813-1572x887,2022-05-02 08:27:32,2023-05-25 19:23:53
385,Mr. Isaac Blevins,$2b$10$vx96fWz9ECe3O4A4oIf9m.8gnvb5uc1FL7W7sZTRGPXK3fCBCuEcq,wgomez384@mgcrew.com,Others,employee,6.0,857.500.2803,2024-10-01 10:59:56,2024-10-03 02:49:30
386,Karen Medina,$2b$10$t82zB7yxNgaBjD8apQZiNOnWYD1joPrlYsbYgIE5YbG0JcXVAxgLO,wgraham385@mgcrew.com,Others,employee,4.0,001-513-722-5179x581,2024-02-25 03:25:06,2024-07-06 15:31:09
387,Angela Thomas,$2b$10$QwNObgRU2BQ47VpqxEwyge337G2.E92FPk7WIaqqEq.HBTrx8L3t.,bradleycline386@mgcrew.com,Others,employee,5.0,615.304.6236,2022-05-18 07:43:19,2022-11-29 12:19:08
388,Kelly Williams,$2b$10$RpDEQWWime1Q948VIejiB.ssF4Un4V9oTYlEt.SLsOlT2Z861AJFy,wsmith387@mgcrew.com,Female,employee,4.0,366.575.3967x7651,2023-12-25 13:50:05,2024-05-18 23:31:45
389,Kristina Valdez,$2b$10$MLB2wmELh4rJd7BBamijMuLPVX5Q7EzaQhcRt5QeH98ZCLj3LuejC,wmiller388@mgcrew.com,Others,employee,1.0,001-302-209-2448x702,2024-01-23 06:11:53,2024-02-28 22:07:45
390,Veronica Smith,$2b$10$LOg7TZaQsHI8knMurn5WzeGeZ.71OtGOsLVZP4./rCiQFex4TWt8i,morsekelly389@mgcrew.com,Female,employee,1.0,507-901-5077x1993,2023-06-28 23:55:59,2024-03-04 07:18:53
391,James Davis,$2b$10$V4NcDAkTZv1gjAlSjBsfbuQmg8IPnBo3WqguSmddwwUb8mSJ/cMFe,vickiavery390@mgcrew.com,Female,employee,8.0,851.548.5023,2023-06-17 19:36:56,2024-05-19 19:35:30
392,Erica Thompson,$2b$10$QFa4ccrkVc/V.Lk2TDVHv.CyI8wh0AxTwujVtQZmc3vcVv./MZgI.,rebecca07391@mgcrew.com,Female,employee,6.0,+1-343-571-7098x2613,2024-09-26 05:46:09,2024-10-07 06:03:21
393,Stacey Griffith,$2b$10$vEwbC47ieW7ygmErwDZl1eRx7NpADcoprW5qkpDMQHjtl5I15lYZS,gonzalezdaniel392@mgcrew.com,Others,employee,2.0,+1-547-237-9228x8809,2023-09-15 19:53:28,2024-01-12 20:19:51
394,Ryan Watkins,$2b$10$.imM7lx.MFcU15NYwR4SP.2QDWdDCa57w.9Wg6GL9zRFRin9SlVem,kenneth66393@mgcrew.com,Others,employee,4.0,(462)384-0878,2023-12-24 14:20:45,2024-04-12 02:43:46
395,Jennifer Small,$2b$10$SPDECeinQYCV.aSAYD66keLuWjzd.mEyWsuL73r6IPlNKYP/IDTvy,mariaberger394@mgcrew.com,Female,employee,5.0,578-268-2179x586,2023-06-01 01:53:27,2024-09-26 21:06:04
396,Robert Adams,$2b$10$D01og68JSkz/sijKJkO9pueHYIgD9QoK6CYFoWhhZA2WO747yynYu,murphymatthew395@mgcrew.com,Male,employee,8.0,345-563-6540x60618,2024-04-27 09:49:27,2024-06-18 08:43:31
397,Daniel Jones,$2b$10$n6P9buZnA8BZ8KhZ3Iv9nexgqFTTdYu1gRdVr1iY1Uj1ViaN89LPG,douglas17396@mgcrew.com,Male,employee,6.0,+1-915-247-6047x3832,2024-09-12 06:36:30,2024-09-14 18:49:01
398,Mr. Jason Wright,$2b$10$WQKLAcX8GE2ukdf6T7fwy.cOL3x5DoWtjAFLYgGftDAe6ABLzMmty,evansjohnny397@mgcrew.com,Others,employee,4.0,001-996-774-0265x875,2024-02-12 04:40:22,2024-06-14 01:21:27
399,Brian Murphy,$2b$10$ghzan7ICdCwWcyKurxUEk.losX/Y8bCB.rY.ILYIc8Yyy6RCsz2Gm,hicksalicia398@mgcrew.com,Others,employee,4.0,336.787.6546x87028,2023-03-08 06:07:35,2024-05-21 12:53:23
400,Scott Hunt,$2b$10$cxfwQNZDqmHzRqRRCVdpl.7ez6NxYxKGnqJag8G9WzCIDobVP6VbO,dustin56399@mgcrew.com,Male,employee,1.0,839.371.5913x08064,2022-12-13 13:15:01,2024-06-25 12:34:44
401,Toni Sanchez,$2b$10$aArGcVIlGXxditbO5X8EMOVWe68GTPpcrGaIhxZfYfJkRBmGD8kPS,egarrett400@mgcrew.com,Female,employee,6.0,+1-664-526-6989,2023-02-13 07:37:18,2024-04-26 18:40:34
402,Tina Keith,$2b$10$1qv2DFC9Ryxnu0s4vBd/i.QRbua3J6D.rIxUXnLVzzMu3ZOtPimwO,ssmith401@mgcrew.com,Female,employee,6.0,(612)744-7652x008,2024-08-06 15:55:29,2024-09-04 02:14:20
403,Angela Roy,$2b$10$NskqwvHJ8pJsoRLiOM7V7e96AfHzQ2glNv4egxh3FqHWOH2YcOltq,samuel83402@mgcrew.com,Male,employee,1.0,286-373-5498x7868,2024-06-19 17:17:25,2024-09-11 00:09:02
404,Ryan Moore,$2b$10$18Q68xQvJ0XwWYBVcM0SLOlQko.nJqP2auU8iNQDIi.C168r5d4Ke,julie60403@mgcrew.com,Male,employee,2.0,001-397-920-2331,2024-06-01 18:00:51,2024-06-16 13:01:37
405,Brandon Coleman,$2b$10$Zhb//wafcRy7ijyE786CqujGV68moZfz6INIBAT4v6pqHeleFLFdS,jenkinstracey404@mgcrew.com,Male,employee,2.0,726-272-2461x7662,2024-03-30 11:38:29,2024-08-22 12:46:19
406,Brittany Lee,$2b$10$.k9UU8TG2UDfijqpmGbW9uULv/jNhSBga8QyCDHhEFcXVJXdGKfpu,ryan42405@mgcrew.com,Female,employee,2.0,+1-446-794-2414x932,2022-05-03 04:54:46,2024-06-04 01:51:18
407,Michael Holden,$2b$10$NdckjeKT43bDRFC5L0sgjOPdJqZu9Q6m3XBdx/vUyJABAPwi0EBPO,pbarnes406@mgcrew.com,Female,employee,8.0,(905)477-5202x2792,2024-03-23 12:47:10,2024-10-04 05:38:29
408,Brittany Pollard,$2b$10$5f03gT6ine04B4sgz.3me.ERt3LpIT6.xEXg8xcFVbye9z7jve2ai,donnawright407@mgcrew.com,Female,employee,3.0,+1-592-885-6247x204,2024-04-15 01:21:54,2024-09-02 17:18:26
409,Jacqueline Church,$2b$10$5uM8FuZy3vAq3MZaAqfPnOwxGxCpAx70mu3nSbe0QVci9ir3grfYi,robert48408@mgcrew.com,Female,employee,3.0,(292)933-0818x5951,2023-11-15 14:38:49,2023-12-22 16:30:11
410,Anthony Wood,$2b$10$r2lrzBxAeRJB2E8OsCI3HOLWFOblyWC3W1kp4w2Mn4m3nB0SIvTQ6,michaelmiller409@mgcrew.com,Female,employee,5.0,(836)427-5817,2023-02-01 15:14:26,2023-11-28 20:22:36
411,Hunter Ross,$2b$10$z2SD3Z/1oalgOY91QqF1rOm86wh5AKFSx3HSx0xX3ymA8x/XTKTRW,barbaraorr410@mgcrew.com,Others,employee,3.0,317.808.3497x7988,2022-12-23 08:39:32,2024-04-25 11:13:32
412,Jordan Martin,$2b$10$f1.Z4BMZVECVYPsoCZ4lNOH1iVIKKp95OD.1Y08Y0SSDfZfAoW92O,andrewgarner411@mgcrew.com,Female,employee,5.0,420-882-2913,2023-10-24 12:48:23,2023-11-21 23:32:11
413,Erin Alvarez,$2b$10$kxW5bJN.ZVZYPrHR2nvRUeO1wmc0hrlX.5QIppLcOLT1cVZtqpsr2,zalvarado412@mgcrew.com,Male,employee,5.0,(798)960-2317x20124,2024-03-12 11:50:49,2024-08-19 20:17:19
414,Christine Garcia,$2b$10$cuPTy1pc.vR.3KeybUiZOOJZBZHevHFFdBOuIMlclBqncPN9Gd/PS,whiteerika413@mgcrew.com,Female,employee,8.0,001-454-740-4684,2022-06-05 03:22:11,2023-07-24 03:45:13
415,Michael Rodriguez,$2b$10$BIesBQDdoEksbW6lPnHYh.XFS59wgWWpAuyo0PKuUog7djoej0/0W,nferguson414@mgcrew.com,Male,employee,1.0,+1-214-516-8010x515,2022-06-09 22:50:13,2023-07-29 21:01:53
416,Brittney Finley,$2b$10$Trf6sYZpFxH.khrYyYBgd.UiRDFnsX.sHDusD/FyKMPnVSNeHDFFC,frazierzachary415@mgcrew.com,Male,employee,8.0,467-785-0969,2023-06-09 08:17:03,2023-06-24 07:31:12
417,Susan Sellers,$2b$10$TRzGk2N82GkMYdXoWCa6yuExZ0Qv0kTNMg5V4G5D2n0aIcG.53J3S,jonesdonald416@mgcrew.com,Others,employee,6.0,2927281152,2023-12-17 15:52:27,2024-08-05 02:50:57
418,Justin Johnson,$2b$10$Gf0VyUtEA07gXaxCjgzJw.sXO6ucH9y4VeHA2gPcZDv3HuwNLBlTC,mckaydavid417@mgcrew.com,Others,employee,2.0,311.415.6644,2022-07-08 10:50:22,2023-09-29 10:08:30
419,Stephanie Wilson,$2b$10$CabnVAlgxmXZKwCjieFTvOe3hRCR/xL0v7z.xKS9OBJGImoNTvKZy,klopez418@mgcrew.com,Male,employee,1.0,(969)440-9062x690,2022-12-02 19:15:31,2024-02-12 02:09:10
420,Jamie Little,$2b$10$HSy8rERymxOqrMvJJ2C48ODOGStlLxzo9ZwA8TFr5am1aNf/JM6L6,christopher36419@mgcrew.com,Male,employee,7.0,+1-787-394-0021,2023-09-25 18:24:04,2024-02-06 17:25:43
421,Robert Everett,$2b$10$FSJkJt..FNeNRhLy0HBnGO7j2cRczHTexs3JT5zlXHy1PCuSvHjIq,melissa01420@mgcrew.com,Others,employee,6.0,001-232-520-5055x117,2024-09-15 15:07:25,2024-09-20 08:35:46
422,Susan Crawford,$2b$10$jmtJaC2ylI816JNiBONQyu2bxr2fMZFCgi1Bv6dMnmO7LqxWyZWvG,savannahford421@mgcrew.com,Male,employee,3.0,779-889-5610x09138,2022-04-16 01:39:59,2022-10-16 21:16:38
423,Karen Lucero,$2b$10$npuGSBU3F.2LHpwc1CrcpuFWfvUav.23wBHAwx2I5/Fa8Uwj7xCfm,ronaldbennett422@mgcrew.com,Male,employee,4.0,001-201-888-6245x350,2022-05-29 08:13:00,2022-06-19 23:06:27
424,Brian Roberts,$2b$10$DkgTeWxlLtvatYzYh3fzce4D3q.xqjwyK5i0otv.83gLx/FKvTroe,ellisrachel423@mgcrew.com,Female,employee,3.0,(925)808-7711,2023-05-07 12:38:44,2024-04-03 16:02:28
425,Tabitha Bishop,$2b$10$/Q5LhlSr9JnDrVELo1/i0uyfBosCtSCwgRKJzS1dgiACzJ51umu4G,rfritz424@mgcrew.com,Female,employee,8.0,947-949-5481x0164,2024-04-04 20:38:02,2024-05-24 01:00:41
426,Bruce Everett,$2b$10$vHjPWlzUQOG0nzmDqJfSJuG5Z8bKwKy7RIEjWBBFUEij03FYjhuZS,ian46425@mgcrew.com,Male,employee,5.0,3082986476,2023-12-17 04:59:00,2024-05-04 00:09:59
427,Michael Ferguson,$2b$10$MMOMcTJKtAnUEX3putelpOR4VOx2clZEMeofQQOPiJbQURq1IMoje,patrickallen426@mgcrew.com,Female,employee,6.0,690.257.6178,2024-02-01 03:37:22,2024-04-17 05:07:05
428,Roger Butler,$2b$10$lDD6kCJSI/jMq/aIRfZElOxhrKG0Cxc2LQkNOpyiJw31oUiwtca1e,newmanmichelle427@mgcrew.com,Others,employee,5.0,(789)879-9749x03716,2022-11-14 04:32:47,2023-10-13 05:37:08
429,Cameron Moore,$2b$10$nd9yspzUVAx5cGhPLUE6s.cQ2AXR94PtTxyNsNCpD7MF7AzsmmKAO,millersara428@mgcrew.com,Female,employee,5.0,001-514-415-2706x030,2024-04-11 11:43:50,2024-04-22 05:01:33
430,Jeffrey Rowe,$2b$10$FbBViuuSq89VfCVXgP9kl.oMx4ysrnL9HYf05jLaxN0bGCia735WO,jamesnewman429@mgcrew.com,Male,employee,2.0,504.994.0364,2022-12-30 01:58:42,2023-01-03 19:07:00
431,Edward Hill,$2b$10$IKfOiL5pnSDriV3bfOefY.NWHgAlD1zhel91oscTcTDmu8C/Tcv6m,wellschristopher430@mgcrew.com,Female,employee,1.0,343-959-7983x001,2024-07-17 16:40:42,2024-08-24 13:13:32
432,Samantha Leblanc,$2b$10$bmxHDYWMoluEdERhmGvtnOkCs6NYYQo./vZUor4pLj1.gnwXwvmEu,browncarol431@mgcrew.com,Female,employee,7.0,(919)856-3921,2022-07-06 05:40:35,2022-12-01 13:57:38
433,Lisa Benitez,$2b$10$9UaSjYsUTNg6BLY4V2e/3OnVm14c1YpJ/6GIMPuNnCsDJfJ6JzSR6,iking432@mgcrew.com,Female,employee,3.0,(801)237-6297,2023-06-01 18:09:58,2023-08-09 05:12:21
434,Kristen Richardson,$2b$10$nQANFHftxoGddFMw9DKvde1QmulexJjzcvSFFB7n6oiVugIAS7vju,margaret65433@mgcrew.com,Male,employee,5.0,001-376-973-6506x313,2022-07-24 01:26:10,2023-10-30 11:15:01
